Packet Loss (%),Average RTT,Average RTT Unit,Minimum RTT,Minimum RTT Unit,Maximum RTT,Maximum RTT Unit,RTT Standard Deviation,RTT Standard Deviation Unit,Download Speed,Download Speed Unit,Upload Speed,Upload Speed Unit,Latency,Latency Unit
0.0,34.929,ms,37.035,ms,40.12,ms,1.668,ms,861.2840022581003,Mb/s,35.03588659993975,Mb/s,16.009,ms
0.0,32.737,ms,35.953,ms,40.121,ms,2.491,ms,701.1999140678048,Mb/s,30.21661282503119,Mb/s,23.458,ms
0.0,33.096,ms,36.677,ms,41.909,ms,2.372,ms,909.0247104585862,Mb/s,35.9889919415295,Mb/s,10.236,ms
0.0,33.494,ms,36.39,ms,41.323,ms,2.114,ms,706.2746901209084,Mb/s,34.71648474023935,Mb/s,24.377,ms
0.0,32.27,ms,35.174,ms,40.865,ms,2.415,ms,860.9894831476247,Mb/s,34.48893216515812,Mb/s,16.582,ms
0.0,33.992,ms,38.209,ms,42.483,ms,2.522,ms,874.663019392914,Mb/s,35.494338164605104,Mb/s,16.033,ms
0.0,35.009,ms,37.573,ms,39.876,ms,1.58,ms,851.2652629226677,Mb/s,34.71833336450883,Mb/s,16.486,ms
0.0,17.307,ms,20.617,ms,24.187,ms,2.048,ms,831.8813888697633,Mb/s,35.612005146130016,Mb/s,16.61,ms
0.0,16.868,ms,19.567,ms,24.1,ms,2.578,ms,787.3235419734601,Mb/s,38.62669992496941,Mb/s,19.082,ms
0.0,18.016,ms,20.738,ms,23.484,ms,1.738,ms,858.8027731469656,Mb/s,40.05912287710207,Mb/s,16.804,ms
0.0,16.448,ms,21.194,ms,46.012,ms,8.367,ms,915.4788705218264,Mb/s,39.338180519209466,Mb/s,9.841,ms
0.0,16.778,ms,18.502,ms,24.095,ms,1.996,ms,867.9333789469292,Mb/s,39.80948609459418,Mb/s,16.563,ms
0.0,16.011,ms,17.856,ms,22.338,ms,1.624,ms,917.7471748397883,Mb/s,40.1724614408933,Mb/s,8.297,ms
0.0,16.696,ms,18.019,ms,19.712,ms,0.93,ms,884.0398407942884,Mb/s,39.88905769092448,Mb/s,15.698,ms
0.0,16.227,ms,18.404,ms,21.348,ms,1.312,ms,875.236642063109,Mb/s,39.39029326403533,Mb/s,16.828,ms
0.0,17.699,ms,20.398,ms,24.345,ms,2.404,ms,903.1129896380303,Mb/s,35.26807102210621,Mb/s,13.361,ms
0.0,16.583,ms,19.157,ms,21.569,ms,1.374,ms,911.2646868317543,Mb/s,35.4658852865636,Mb/s,10.187,ms
0.0,16.908,ms,22.089,ms,25.243,ms,2.79,ms,836.6786061508485,Mb/s,34.64715882000954,Mb/s,16.709,ms
0.0,18.563,ms,23.303,ms,29.649,ms,3.211,ms,746.4942383060585,Mb/s,34.888393678358504,Mb/s,20.519,ms
0.0,16.988,ms,20.83,ms,24.905,ms,2.572,ms,912.4838274347061,Mb/s,35.85115115162062,Mb/s,10.799,ms
0.0,18.648,ms,20.312,ms,25.912,ms,2.223,ms,710.3682857152603,Mb/s,33.17015833237024,Mb/s,23.389,ms
0.0,17.828,ms,19.598,ms,21.764,ms,1.168,ms,872.2893468366811,Mb/s,35.05585308814392,Mb/s,16.314,ms
0.0,17.26,ms,20.931,ms,26.243,ms,2.686,ms,853.398313118555,Mb/s,35.6126493287985,Mb/s,16.35,ms
0.0,17.605,ms,20.141,ms,21.054,ms,0.961,ms,707.8205040486718,Mb/s,32.983855685148235,Mb/s,23.484,ms
0.0,18.286,ms,21.282,ms,24.999,ms,2.164,ms,703.3333404202189,Mb/s,31.48160196894974,Mb/s,23.776,ms
0.0,17.803,ms,20.905,ms,23.844,ms,2.306,ms,639.9145190609685,Mb/s,32.30859227130614,Mb/s,27.578,ms
0.0,19.377,ms,22.217,ms,27.28,ms,2.558,ms,880.0231162826051,Mb/s,34.18412005911005,Mb/s,15.059,ms
0.0,18.777,ms,23.514,ms,27.76,ms,2.827,ms,834.5079017767017,Mb/s,35.408379993356874,Mb/s,17.641,ms
0.0,16.829,ms,19.898,ms,22.639,ms,1.817,ms,795.2332301191566,Mb/s,33.032024630822015,Mb/s,19.618,ms
0.0,17.81,ms,21.447,ms,26.829,ms,2.522,ms,856.3062516222188,Mb/s,34.65536983314427,Mb/s,16.808,ms
0.0,17.154,ms,20.379,ms,28.03,ms,3.048,ms,912.5756499476319,Mb/s,35.87625709289085,Mb/s,10.951,ms
0.0,34.523,ms,38.827,ms,42.462,ms,2.247,ms,912.6542081436801,Mb/s,35.65363663018256,Mb/s,10.333,ms
0.0,34.121,ms,36.965,ms,40.634,ms,2.009,ms,550.5666857260926,Mb/s,31.036835780688076,Mb/s,33.21,ms
0.0,34.345,ms,37.837,ms,41.322,ms,2.259,ms,801.3551736951201,Mb/s,35.23195596804403,Mb/s,19.507,ms
0.0,33.115,ms,36.259,ms,39.443,ms,2.084,ms,612.8340903966691,Mb/s,35.40511200434234,Mb/s,29.476,ms
0.0,34.311,ms,36.277,ms,39.78,ms,1.725,ms,854.5533722350441,Mb/s,35.23092175225908,Mb/s,16.479,ms
0.0,34.366,ms,38.19,ms,45.001,ms,2.652,ms,914.6793738443633,Mb/s,35.45806938837102,Mb/s,9.291,ms
0.0,33.885,ms,37.496,ms,43.048,ms,3.743,ms,878.3406489932717,Mb/s,35.21285225515272,Mb/s,15.662,ms
0.0,18.078,ms,21.783,ms,31.632,ms,4.633,ms,647.7507655957769,Mb/s,37.69509678393462,Mb/s,26.742,ms
0.0,17.702,ms,21.126,ms,27.325,ms,2.618,ms,858.2234076045406,Mb/s,39.251211955531254,Mb/s,15.994,ms
0.0,17.517,ms,20.261,ms,23.289,ms,2.03,ms,914.8865016712627,Mb/s,40.30779957742227,Mb/s,8.06,ms
0.0,33.326,ms,35.147,ms,37.248,ms,1.356,ms,708.2248334610032,Mb/s,38.51361247434471,Mb/s,23.02,ms
0.0,32.21,ms,33.942,ms,35.672,ms,1.004,ms,917.3649781501217,Mb/s,40.828972126389345,Mb/s,9.498,ms
0.0,32.339,ms,33.23,ms,34.06,ms,0.58,ms,718.1309190966325,Mb/s,35.85244767068318,Mb/s,24.043,ms
0.0,33.249,ms,34.429,ms,35.995,ms,0.873,ms,881.8085089582385,Mb/s,39.80372724849549,Mb/s,15.855,ms
0.0,32.962,ms,33.577,ms,35.787,ms,0.826,ms,472.8063074790293,Mb/s,31.969748336825432,Mb/s,41.548,ms
0.0,33.537,ms,35.232,ms,38.23,ms,1.216,ms,692.8913594814402,Mb/s,40.23836952512146,Mb/s,24.659,ms
